Name,Value
CONN_vpnConnected,true
CONN_wifiActive,true
CONN_wifiConnected,false
CONN_wifiInterfaceIP,
CONN_wifiInternetCheckFailed,0
CONN_wifiOnlineCheckFailed,0
CONN_wifiRecoveryReset,0
DASHCAM_driveRemoved,false
DASMapDbg_CSASource,
DASMapDbg_CurrentGeohash,
DASMapDbg_DbEntrySelected,false
DASMapDbg_DbFilesLoaded,false
DASMapDbg_DbFitSuccessful,false
DASMapDbg_DbIntegrationSuccess,false
DASMapDbg_NumPointsToPolyFit,0.000
DASMapDbg_adasAppDebugTrigger,0
DASMapDbg_autoParkAvailability,
DASMapDbg_autosteerRestricted,false
DASMapDbg_blacklistSource,
DASMapDbg_controlPointHeading,0.000
DASMapDbg_controlPointLat,0.000
DASMapDbg_controlPointLon,0.000
DASMapDbg_controlledAccess,false
DASMapDbg_csaCurvHealth,0
DASMapDbg_csaCurvMapFitRoadAngle,0.000
DASMapDbg_csaCurvMapFitRoadDistance,0.000
DASMapDbg_csaCurvPolyC1,0.000
DASMapDbg_csaCurvPolyC2,0.000
DASMapDbg_csaCurvPolyC3,0.000
DASMapDbg_csaCurvValid,false
DASMapDbg_csaMppPt0X,0.000
DASMapDbg_csaMppPt0Y,0.000
DASMapDbg_csaMppPt1X,0.000
DASMapDbg_csaMppPt1Y,0.000
DASMapDbg_csaMppPt2X,0.000
DASMapDbg_csaMppPt2Y,0.000
DASMapDbg_csaMppPt3X,0.000
DASMapDbg_csaMppPt3Y,0.000
DASMapDbg_csaMppPt4X,0.000
DASMapDbg_csaMppPt4Y,0.000
DASMapDbg_csaMppPt5X,0.000
DASMapDbg_csaMppPt5Y,0.000
DASMapDbg_csaMppVehicleSORX,0.000
DASMapDbg_csaMppVehicleSORY,0.000
DASMapDbg_currentlySendingDatabaseValues,false
DASMapDbg_curvatureHealth,0
DASMapDbg_curvatureMapFitRoadAngle,0.000
DASMapDbg_curvatureMapFitRoadDistance,0.000
DASMapDbg_curvaturePolyC1,0.000
DASMapDbg_curvaturePolyC2,0.000
DASMapDbg_curvaturePolyC3,0.000
DASMapDbg_curvatureTrigger,0
DASMapDbg_curvatureValid,false
DASMapDbg_distanceToControlPoint,0.000
DASMapDbg_distanceToEndOfNextRadarTarget,0.000
DASMapDbg_distanceToNextRadarTarget,0.000
DASMapDbg_fleetAcceleration,0.000
DASMapDbg_fleetSpeed,0.000
DASMapDbg_geometrySource,
DASMapDbg_gpsHeading,0.000
DASMapDbg_gpsLat,0.000
DASMapDbg_gpsLon,0.000
DASMapDbg_headingDiffToControlPoint,0.000
DASMapDbg_heightOfNextRadarTarget,0.000
DASMapDbg_highestVehicleSpeedReachedMPH,0.000
DASMapDbg_hmmSplineProbability,0.000
DASMapDbg_integratedGpsHeading,0.000
DASMapDbg_integratedGpsLat,0.000
DASMapDbg_integratedGpsLon,0.000
DASMapDbg_metaDataSource,
DASMapDbg_metersSuppressingSpeedRestriction,0.000
DASMapDbg_neverCloseToMap,false
DASMapDbg_nextBranchDistanceInMeters,0.000
DASMapDbg_nextBranchOffRampSide,
DASMapDbg_offrampCurvHealth,0
DASMapDbg_offrampCurvMapFitRoadAngle,0.000
DASMapDbg_offrampCurvMapFitRoadDistance,0.000
DASMapDbg_offrampCurvPolyC1,0.000
DASMapDbg_offrampCurvPolyC2,0.000
DASMapDbg_offrampCurvPolyC3,0.000
DASMapDbg_offrampCurvValid,false
DASMapDbg_onHighway,false
DASMapDbg_pedalMisapplicationMitigationAvailability,
DASMapDbg_pedalMisapplicationMitigationEnabled,false
DASMapDbg_radarBrakingEnabled,false
DASMapDbg_ramp_type,
DASMapDbg_recentLargeHeadingChange,false
DASMapDbg_roadClass,0
DASMapDbg_speedLimit,0.000
DASMapDbg_speedLimitUnitsMetric,false
DASMapDbg_tValLat,0.000
DASMapDbg_tValLon,0.000
DASMapDbg_tileBlacklistAvailable,false
DASMapDbg_tileCenterTileVersion,
DASMapDbg_tileCenterTileVersionPlusSchema,
DASMapDbg_tileCurrentHash,
DASMapDbg_tileDataValid,false
DASMapDbg_tileDistanceFromSpline,0.000
DASMapDbg_tileNearestSpline,0
DASMapDbg_tileSplineT,0.000
DASMapDbg_tileSplineWidth,0.000
DASMapDbg_tileTrust,0.000
DASMapDbg_trustRadarMap,false
DASMapDbg_tunnel,false
DAS_ACC_report,<invalid>
DAS_accSpeedLimit,0.000
DAS_accState,<invalid>
DAS_autoEmergencyBraking,false
DAS_autoLaneChangeState,<invalid>
DAS_autoparkReady,false
DAS_autopilotAbortReason,<invalid>
DAS_autopilotActivationFailure,<invalid>
DAS_autopilotHandsOnState,<invalid>
DAS_autopilotState,<invalid>
DAS_autosteerBottsDotsUsage,<invalid>
DAS_autosteerHPPUsage,<invalid>
DAS_autosteerHealthAnomalyLevel,0
DAS_autosteerHealthState,<invalid>
DAS_autosteerMIA,false
DAS_autosteerModelUsage,<invalid>
DAS_autosteerNavigationUsage,<invalid>
DAS_autosteerVehiclesUsage,<invalid>
DAS_behaviorReport,<invalid>
DAS_behaviorType,<invalid>
DAS_blindSpotRearLeft,<invalid>
DAS_blindSpotRearRight,<invalid>
DAS_constructionZone,false
DAS_controlDistance,0.000
DAS_controllerHealth,<invalid>
DAS_controllerRef,<invalid>
DAS_cruiseCutInVehicleDistance,0.000
DAS_cruiseCutInVehicleID,0
DAS_cruiseCutInVehicleLatPosition,0.000
DAS_cruiseCutInVehicleRelVelocity,0.000
DAS_cruiseCutInVehicleRelevantForControl,false
DAS_cruiseCutInVehicleType,<invalid>
DAS_cruiseHold,false
DAS_cruiseLeadVehicle2Distance,0.000
DAS_cruiseLeadVehicle2ID,0
DAS_cruiseLeadVehicle2LatPosition,0.000
DAS_cruiseLeadVehicle2RelVelocity,0.000
DAS_cruiseLeadVehicle2RelevantForControl,false
DAS_cruiseLeadVehicle2Type,<invalid>
DAS_cruiseLeadVehicleDistance,0.000
DAS_cruiseLeadVehicleID,0
DAS_cruiseLeadVehicleLatPosition,0.000
DAS_cruiseLeadVehicleRelVelocity,0.000
DAS_cruiseLeadVehicleRelevantForControl,false
DAS_cruiseLeadVehicleType,<invalid>
DAS_cruiseLeftVehicle2Distance,0.000
DAS_cruiseLeftVehicle2ID,0
DAS_cruiseLeftVehicle2LatPosition,0.000
DAS_cruiseLeftVehicle2RelVelocity,0.000
DAS_cruiseLeftVehicle2RelevantForControl,false
DAS_cruiseLeftVehicle2Type,<invalid>
DAS_cruiseLeftVehicleDistance,0.000
DAS_cruiseLeftVehicleID,0
DAS_cruiseLeftVehicleLatPosition,0.000
DAS_cruiseLeftVehicleRelVelocity,0.000
DAS_cruiseLeftVehicleRelevantForControl,false
DAS_cruiseLeftVehicleType,<invalid>
DAS_cruiseRightVehicle2Distance,0.000
DAS_cruiseRightVehicle2ID,0
DAS_cruiseRightVehicle2LatPosition,0.000
DAS_cruiseRightVehicle2RelVelocity,0.000
DAS_cruiseRightVehicle2RelevantForControl,false
DAS_cruiseRightVehicle2Type,<invalid>
DAS_cruiseRightVehicleDistance,0.000
DAS_cruiseRightVehicleID,0
DAS_cruiseRightVehicleLatPosition,0.000
DAS_cruiseRightVehicleRelVelocity,0.000
DAS_cruiseRightVehicleRelevantForControl,false
DAS_cruiseRightVehicleType,<invalid>
DAS_cruiseSnapSpeed,0
DAS_csaState,<invalid>
DAS_driverInteractionLevel,<invalid>
DAS_factorySummonStatus,<invalid>
DAS_fleetSpeedState,<invalid>
DAS_hazardsRequest,false
DAS_highLowBeamDecision,<invalid>
DAS_intelligentSpeedAssist,<invalid>
DAS_laneChangeState,<invalid>
DAS_laneDepartureWarning,<invalid>
DAS_lastAutosteerAbortReason,<invalid>
DAS_lastKnownPhoneGpsAccuracy,0
DAS_lastKnownPhoneGpsLocation,@invalid
DAS_lastLinePreferenceReason,<invalid>
DAS_lastWatchdogCode,<invalid>
DAS_leftFork,<invalid>
DAS_leftLaneExists,false
DAS_leftLineUsage,<invalid>
DAS_localizerHealth,<invalid>
DAS_longCollisionWarning,<invalid>
DAS_lssState,<invalid>
DAS_manualSpeedAssist,<invalid>
DAS_mapAvailability,false
DAS_missionPlan,<invalid>
DAS_navAvailable,false
DAS_navDistance,0
DAS_offsetSide,<invalid>
DAS_plannerState,<invalid>
DAS_radarTelemetryTrigger,<invalid>
DAS_regulatorySpeedAssist,<invalid>
DAS_rightFork,<invalid>
DAS_rightLaneExists,false
DAS_rightLineUsage,<invalid>
DAS_roadEstimator,<invalid>
DAS_roadSignColor,<invalid>
DAS_roadSignControlActive,false
DAS_roadSignId,<invalid>
DAS_roadSignSource,<invalid>
DAS_roadSignStopLineDist,0.000
DAS_roadSurfaceType,<invalid>
DAS_rqstedBehaviorStatus,<invalid>
DAS_setSpeed,0.000
DAS_sideCollisionAvoid,<invalid>
DAS_sideCollisionInhibit,false
DAS_sideCollisionWarning,<invalid>
DAS_signSpeedLimit,0
DAS_summonAvailable,false
DAS_summonClearedGate,false
DAS_summonObstacle,false
DAS_suppressSpeedWarning,false
DAS_ulcInProgress,false
DAS_ulcType,<invalid>
DAS_visionOnlySpeedLimit,0
DIS_debugEnable,false
DI_autoparkState,<invalid>
DI_debugEnable,false
DI_parkBrakePanic,false
DI_summonInPanic,false
DI_trailerDetected,false
DOOR_closeAllStatus,<invalid>
DOOR_falconDoorStatusDriver,<invalid>
DOOR_falconDoorStatusPassenger,<invalid>
DOOR_falconDriverCalibrationRequired,false
DOOR_falconDriverChimeRequest,<invalid>
DOOR_falconDriverMaxHeight,0
DOOR_falconDriverObstacle,<invalid>
DOOR_falconDriverQuickOpenAvailable,false
DOOR_falconDriverQuickOpening,false
DOOR_falconIndoorMode,false
DOOR_falconPassengerCalibrationRequired,false
DOOR_falconPassengerChimeRequest,<invalid>
DOOR_falconPassengerMaxHeight,0
DOOR_falconPassengerObstacle,<invalid>
DOOR_falconPassengerQuickOpenAvailable,false
DOOR_falconPassengerQuickOpening,false
DOOR_frontDriverLatch,<invalid>
DOOR_frontDriverMoving,false
DOOR_frontDriverNextAction,<invalid>
DOOR_frontDriverPercentOpen,0
DOOR_frontPassengerLatch,<invalid>
DOOR_frontPassengerMoving,false
DOOR_frontPassengerNextAction,<invalid>
DOOR_frontPassengerPercentOpen,0
DOOR_frontTrunkLatch,<invalid>
DOOR_powerLiftGateChimeRequest,<invalid>
DOOR_powerLiftGateStatus,<invalid>
DOOR_rearDriverLatch,<invalid>
DOOR_rearPassengerLatch,<invalid>
DOOR_rearTrunkLatch,<invalid>
EAS_allowedLevels,<invalid>
EAS_currentLevel,Standard
EAS_jackModeLamp,false
EAS_levelingNotAllowed,false
EAS_levelingNotPossible,false
EAS_limpMode,<invalid>
EAS_mode,<invalid>
EAS_spinner,false
EAS_systemDisabled,false
EAS_targetLevel,High
EBHZN_currentBranchIsAutosteerRestricted,false
EBHZN_currentBranchIsControlledAccess,false
EBHZN_currentBranchIsRamp,false
EBHZN_currentBranchRoadClass,0
EBHZN_dasBranchTrigger,0
EBHZN_externalRouteLastUpdated,
EBHZN_nextBranchDistanceInMeters,0.000
EBHZN_nextBranchOffRampToLeft,false
EBHZN_nextBranchOffRampToRight,false
EBHZN_speedLimit,0
EBHZN_speedLimitUnits,<invalid>
EBNKMAP_3DMode,false
EBNKMAP_autoRefreshEnabled,false
EBNKMAP_autoZoomEnabled,false
EBNKMAP_dayMode,false
EBNKMAP_mapInitialized,false
EBNKMAP_mapScreenHeight,0
EBNKMAP_mapScreenWidth,0
EBNKMAP_mapVisible,false
EBNKNAV_readyToRestart,false
EB_estimatedGPSValid,false
EB_estimatedGeoTimestamp,0.000
EB_estimatedHdg,0.000
EB_estimatedLat,0.000
EB_estimatedLon,0.000
EB_initializedCD,false
EB_initializedIC,false
EB_mapCenter,@invalid
EB_mapMoving,false
EB_mapRelease,
EB_mapRotation,0.000
EB_mapTags,
EB_navLanguage,0
EB_resolution,0.000
EB_sdkVersion,
EB_startupTimeCD,0
EB_startupTimeIC,0
EB_trafficDisplayInitialized,false
EB_trafficInitialized,false
EB_windowHeight,0
EVLatestThirtyMiles,QPfUap++dskCHwE1APQBCwCq//j/GP86AJL/wwBAAdcBIQETACf/vQAfAA0AyADJATwAJAAGATUAVgDpAKH/v/+wAUEBYgFDAF8AUADsAOwAIgETAPcB5QCgAPECBwB2AJ4BEAHl/6sA+QHBAEYAzABlAP4ApQBGAGUBRADMAC0BDAEYAv4A5QGpAPEAGwAi/5wA7gE5AGUBuQHSAYEAdgCIADwATgBDAEQAZwEnAWkAyADBAMYAdgFUAMkAaQCWAC/+/wFTAO4AkwC/ANQAnwDxAMAAyAC/AHMAsgCnAHkAnwAVAAAAbQCWASoBKgEpAT0AYQCqAOcBuQGvAAAAAAFVAGcAcQB2AHYCxwHxAe0B8QFQAMYAWf/q/97/+v+9/8///gC2AL8BYwFCAM4AtgByAHEAEQBVAGMAbwA2AJ8AnAEnAPMAhgA4AOgBMgGYATQBwgCvAAAAnwIbAQgAIAAgAAAAjQBkAJYAXABBAI4B9gGlANgARv/IAGYAfgBAAQ4BbgE2AVUBQAFBAJwAnQCd/5z/OAC2AM8B6QCkABwA7gDiAN4BdwDpAOsDrQBs/x3/FwFAAtj/nv98AG4A4ADfAl0Ci//Q/9ABAABLAIYA3wETAMUAmgEAAdsB+QE3AjsCNAEoAOcAYgBRAG//EwCIAmUBeAIDAlsCWgLPAnoCoAHiArMDFQHqAhYCAgGoAYkArAB6AlABoAEQAZL/vQBE/9n/VP8n/vL/OP+E/vj+xP8t/oj/pf9Z/+3/Uv/E/9kAZ/8t/mj/aAJiAksB3gBkAH4BDADNARgBHQO9AMgAygDFAOABiwD9AfcA0QNbAr4CxQLXAs8CFQKeAqAC1gF0ApAC3wLsAogDDQJMAnQDvgMnAfEBVgCZ/s7/E/9U/37/eABG/77/+P7mA3QDNgIeAV8A6AFvAcsAcf/rAGcBZAEjAd0BpQDoAWT/mQDCAWIA6wByAHEA/ADQALQAZAAZACD/5f9rABIAqACCAFoAKgBWAJkAhwB5AKUAgQDdANUAgwBIAEQCTAJMAjYBOQEP/2D/sP/8AAAAgwD8AMEAmACpAK3/twBM/9z/XP///7v/HwExAuAB4ABtAeoDkQRsATsAXQCLABP/3wBI/97/2//5ADkAZgAAAAAAAAAAAAABhf+7/5T/LQBEAOsA2gE0/1n/If7p/zX/Zf+a/1v/Jv8b/z/7lP7w/yv/Hv8//0T/If8X/4f+3P/fAOIBnQEqAR0BGAEdAR4A5wDwAPgBNwBsALkBNQLQApICLgLaAqoBzQPxAlgB8gJqAfwDVgIvApcCogMIAqACRwJHBwIHAgrxArECXQK0ArcCMQLQAa8BsQFOAPkAe/9c/zwCuAI0AWAAMAIWAf8B1AIAAFb/3/+r/vr+gAIdAXIAggBlAGMAgQDAAHQAEACJAGMAdwGdANj/4gEIAdMCIQIhAloA/gDp/9j/Pw==
EV_KmsUpTo50,0.000
EV_MilesUpTo30,0.000
EV_WhpkLast10,326.152
EV_WhpkLast25,258.325
EV_WhpkLast50,224.280
EV_WhpkUpTo50,0.000
EV_Whpm1MiMedian,361.500
EV_Whpm2MiMedian,216.000
EV_Whpm3MiMedian,388.500
EV_WhpmLast10,377.839
EV_WhpmLast15,410.677
EV_WhpmLast20,397.089
EV_WhpmLast30,361.631
EV_WhpmLast5,665.952
EV_WhpmLastTenth,-311.305
EV_WhpmSendIt,true
EV_WhpmUpTo30,0.000
EV_currentKnownLocation,None
EV_last30AveragePower,0.000
EV_last30EnergyWeightedDrivePower,30761.450
EV_rangeCalc_Miles,0.000
EV_rangeCalc_Start,0.000
EV_rangeCalc_kWh,0.000
EV_rangeCalc_whpm,0.000
EV_serviceStarted,true
EV_tripA_Miles,17205.887
EV_tripA_Start,80400.821
EV_tripA_kWh,5795.631
EV_tripA_whpm,336.840
EV_tripB_Miles,48766.662
EV_tripB_Start,48840.046
EV_tripB_kWh,16351.273
EV_tripB_whpm,335.296
EV_tripCharge_Miles,17.637
EV_tripCharge_Start,97589.071
EV_tripCharge_kWh,6.024
EV_tripCharge_whpm,341.546
EV_tripCurrent_EndTime,Fri May 31 05:30:04 2019
EV_tripCurrent_Miles,17.597
EV_tripCurrent_Start,97589.111
EV_tripCurrent_StartTime,Fri May 31 04:48:36 2019
EV_tripCurrent_kWh,5.996
EV_tripCurrent_whpm,340.732
EV_tripSendIt,false
FEATURE_allowVinInChargingTelemetry,true
FEATURE_autoFoldMirrorsEnabled,true
FEATURE_autopilotStopAlerting,false
FEATURE_blindspotWarningEnabled,true
FEATURE_browserEnabled,true
FEATURE_calendarEnabled,true
FEATURE_cameraEnabled,true
FEATURE_chargeLimitMax,100
FEATURE_dasDriveOnNavEnabled,false
FEATURE_dasDriveOnNavMapsOkay,false
FEATURE_dasLaneSupportSystemEnabled,false
FEATURE_dasNoConfirmULCEnabled,false
FEATURE_driverProfilesEnabled,true
FEATURE_earlyWaveCellNetworkingOk,false
FEATURE_eggWotEnabled,false
FEATURE_homelinkEnabled,true
FEATURE_laneDepartureWarningEnabled,true
FEATURE_mobileAccessEnabled,true
FEATURE_navigationEnabled,true
FEATURE_navigationServiceConfig,
FEATURE_navigationServiceMode,disabled
FEATURE_navigationServiceURL,
FEATURE_parkAssistEnabled,true
FEATURE_paymentNeeded,false
FEATURE_satelliteMapTilesEnabled,true
FEATURE_streamingRadioEnabled,true
FEATURE_superchargingEnabled,true
FEATURE_trafficMapTilesEnabled,true
FEATURE_tvoiceDisabled,true
FEATURE_vectorMapTilesEnabled,true
FILESYNC_status,{"nav_eu":{"state":"idle","pct":0,"rsync_exit_code":-2,"current_version":"EU-2018.42-1729","target_version":"EU-2018.42-1729"}}
FILESYNC_toolboxTrigger,""
GMAP_cachedLoadCounter,0
GMAP_networkLoadCounter,0
GTW_chargeState,Disconnected
GTW_offboardUpdateState,WaitConnection
GTW_offboardUpdateStatus,Ok
GUI_007Mode,false
GUI_24hourTime,true
GUI_AutopilotTrialEndHard,
GUI_AutopilotTrialEndSoft,
GUI_AutopilotTrialOptedOut,false
GUI_AutopilotTrialVersion,
GUI_HoHoHoMode,0
GUI_PINToDriveEnabled,false
GUI_PINToDrivePassed,true
GUI_PINToDriveRequest,false
GUI_ROBenableRadarBraking,Default
GUI_ROBinfrastructure,Default
GUI_ROBtrustRadarMap,Default
GUI_STWControlsMode,Normal
GUI_TPMSFrontRCPOverride,0.000
GUI_TPMSOverrideResult,None
GUI_TPMSRearRCPOverride,0.000
GUI_UMCUpdateInhibit,false
GUI_USBError,false
GUI_WCUpdateInhibit,true
GUI_accFollowDistance,3
GUI_accFromZero,false
GUI_accOvertakeOnRequest,true
GUI_acceptedTelemetryAgreement,false
GUI_activeApps,@nav
GUI_activeDestinationIsSupercharger,false
GUI_activeDestinationLocation,@invalid
GUI_activeGame,
GUI_activeHeatingDurationMinutes,30.858
GUI_activeHeatingEnabledForTrip,false
GUI_activeHeatingEnergyConsumption,48.869
GUI_activePackHeatingRequest,false
GUI_adaptiveHeadlightsRequest,true
GUI_adaptiveRideRequest,<invalid>
GUI_adasCurvatureLog,false
GUI_aebDisabled,false
GUI_alarmOnRequest,true
GUI_alcOffHighwayEnable,true
GUI_alertCount,0
GUI_allReady,true
GUI_alwaysShowRecentChargers,false
GUI_alwaysShowSCWVisualization,false
GUI_anonDebugFlag1,false
GUI_anonDebugFlag2,false
GUI_anonDebugFlag3,false
GUI_anonDebugFlag4,false
GUI_anonDebugParam1,0
GUI_anonDebugParam2,0
GUI_anonDebugParam3,0
GUI_anonDebugParam4,0
GUI_anonDebugParam5,0
GUI_anonDebugParam6,0
GUI_anonDebugParam7,0
GUI_apTrialExpiredAlert,false
GUI_apmv3Branch,Live
GUI_appUptime,148657
GUI_applyEceR79,false
GUI_approachLightingRequest,true
GUI_audioReady,true
GUI_audioVolume,2.667
GUI_audioVolumeIncrement,0.333
GUI_audioVolumeMax,10.333
GUI_autoAdjustBacklight,true
GUI_autoDoorLockOnRequest,true
GUI_autoEmergencyBrakingOffRequest,false
GUI_autoFoldMirrors,false
GUI_autoHiLoBeamOnRequest,true
GUI_autoHighBeamNetwork,false
GUI_autoLaneChangeOnRequest,false
GUI_autoParkRequest,Search
GUI_autoPresentDoorsRequest,false
GUI_autoPresentHandlesRequest,true
GUI_autoSummonReady,false
GUI_autoSummonState,Off
GUI_autoparkAllowCrossPark,true
GUI_autoparkAllowPOC,false
GUI_autoparkAllowVirtualCurb,false
GUI_autoparkStatus,Idle
GUI_autopilotAlwaysOn,false
GUI_autopilotClusterDebug,false
GUI_autopilotControlRequest,NextGen
GUI_autopilotReboot,false
GUI_autopilotTrialRequest,None
GUI_autosteerDisabled,false
GUI_autosteerOnRequest,true
GUI_avoidFerries,false
GUI_avoidHighways,false
GUI_avoidTollRoads,false
GUI_backlightAdjustmentMode,Dynamic
GUI_backlightClusterOffset,0
GUI_backlightRequest,0
GUI_backlightUserRequest,255
GUI_backupCameraDisable,false
GUI_backupCameraStreamError,false
GUI_backupCameraStreamFrameTimeout,false
GUI_backupCameraStreamIPUTimeout,false
GUI_bccenResetRequest,false
GUI_bcfalcdResetRequest,false
GUI_bcfalcpResetRequest,false
GUI_bcfdmResetRequest,false
GUI_bcfpmResetRequest,false
GUI_bcs2cResetRequest,false
GUI_bcs2lResetRequest,false
GUI_bcs2rResetRequest,false
GUI_biohazardOnRequest,false
GUI_blindSpotAssistOnRequest,true
GUI_blinkerRequest,false
GUI_browserLocale,nb_NO
GUI_browserTranslationFile,QtCar_en
